Year,County,DSCI,Income,Agriculture,Aquaculture,Barren,Developed,Forest,Grassland,Open_Water,Shrubland,Wetlands,VACO2,PQ1,PQ2,PQ3,PQ4,TQ1,TQ2,TQ3,TQ4
2018,51067,39.19230769230769,41034.0,0.1383731854618185,0.0,0.0008896901417253,0.0457887674422238,0.6794219846242793,0.1008763106083097,0.027513496726409,0.0070159538728377,0.0001206111223963,110.0567857447943,3.6566666666666663,5.2299999999999995,7.883333333333333,6.266666666666666,39.93333333333333,65.86666666666667,74.23333333333333,47.300000000000004
2019,51067,33.24528301886792,43385.0,0.1621516173704472,0.0,0.0008398880409709,0.0625037843792543,0.6678530899090381,0.0672364558287253,0.0274975438157871,0.0118272838606723,9.033679510442931e-05,106.7946258676866,3.703333333333333,5.453333333333333,2.823333333333333,4.243333333333333,41.166666666666664,66.3,74.96666666666667,48.4
2020,51067,1.8846153846153848,47157.0,0.1821136234228057,0.0,0.0006236015357103,0.0624724702141145,0.6590725965947547,0.056022564901928,0.0270683109823213,0.0123865723988197,0.0002402599495454,98.17584856707008,3.8300000000000005,8.366666666666665,5.580000000000001,6.363333333333333,45.46666666666667,61.79999999999999,73.30000000000001,49.56666666666666
2021,51067,47.0,50783.0,0.1547160597522207,0.0,0.0002070524809672,0.0763344874230267,0.628457019518603,0.1004697747327606,0.0270735768804418,0.0124905385806161,0.0002514906313635,97.95340269664597,3.6166666666666667,2.4166666666666665,4.656666666666666,1.7266666666666668,40.86666666666667,63.20000000000001,73.26666666666667,50.6
2022,51067,18.557692307692307,52577.0,0.1526789565652376,0.0,0.0003517261694528,0.0764574531019561,0.6263417498474632,0.103672753971941,0.0271200416990914,0.0130612536009187,0.0003160650439389,,3.8666666666666667,3.72,5.006666666666667,4.319999999999999,41.13333333333333,64.53333333333333,72.6,46.166666666666664
2008,51099,73.24528301886792,43329.0,0.1782175988049012,0.0,0.0086648412384135,0.0818083375403261,0.5345101652832073,0.019061900034344,0.0394881794449772,0.0210775031294396,0.1171714745243908,116.7632089600013,2.24,6.033333333333334,3.4433333333333334,2.486666666666667,42.43333333333333,65.46666666666667,74.36666666666666,48.166666666666664
2009,51099,33.84615384615385,43656.0,0.1607115041391179,0.0,0.0098058902903857,0.081562486511036,0.5081590637392253,0.0324166780834129,0.0391503688703802,0.0271975047058889,0.1409965036605529,105.9076994903832,1.7333333333333334,5.1033333333333335,3.11,5.82,39.13333333333333,65.2,74.1,48.43333333333334
2010,51099,40.75,45651.0,0.1336622607409687,0.0,0.0480498007855972,0.0302828412872084,0.6258466377525838,0.0988058396187995,0.0352449032829557,0.0,0.0281077165318865,111.8865601746905,3.486666666666667,1.8999999999999997,4.44,2.8166666666666664,39.199999999999996,68.93333333333334,77.53333333333333,47.0
2011,51099,39.80769230769231,46094.0,0.1150958162160336,0.0,0.0047387316714304,0.0837263509138714,0.5501507948870493,0.0514410436094684,0.0373017943371687,0.0339649765503159,0.1235804918146621,102.5194001632323,3.016666666666667,3.483333333333334,6.953333333333333,3.573333333333333,40.56666666666666,67.60000000000001,76.23333333333333,51.46666666666666
2012,51099,76.63461538461539,47422.0,0.1086755385732758,0.0,0.0093911339737971,0.0835818430569605,0.5783467175134139,0.0556392783615436,0.0393305345101652,0.0397227701217807,0.085312183889063,98.56258399481332,2.3366666666666664,2.9133333333333336,3.2133333333333334,3.3066666666666666,46.800000000000004,66.3,76.33333333333333,49.5
2013,51099,7.792452830188679,47687.0,0.1343416353409916,0.0,0.0069401305825543,0.0814892942198734,0.5424843715691113,0.0382927053559866,0.0390790533046319,0.0369208190780398,0.1204519905488108,105.7674022312763,2.776666666666667,4.176666666666667,2.953333333333333,4.156666666666666,40.1,65.96666666666667,73.83333333333333,48.833333333333336
2014,51099,29.192307692307693,48208.0,0.1497214001122281,0.0,0.0076082448300906,0.0826115760177012,0.5342098892168988,0.0276666860594959,0.0418960181516882,0.0325724462928104,0.1237137393190864,107.4426175725116,2.783333333333333,4.56,2.8466666666666662,2.776666666666667,36.63333333333333,65.83333333333333,73.53333333333335,48.96666666666667
2015,51099,15.384615384615383,51608.0,0.1564776116041686,0.0,0.0120391935335549,0.0815418425314773,0.536364369992662,0.0064090172902712,0.0422338287262852,0.0305211854148407,0.1344129509067398,107.6209517155737,3.0499999999999994,4.836666666666666,3.4899999999999998,3.4233333333333333,36.06666666666667,67.63333333333334,75.46666666666668,54.300000000000004
2016,51099,14.846153846153848,51066.0,0.1563424873743297,0.0,0.0083045099588434,0.0816788434867306,0.5347316188821097,0.0079948502654628,0.0407080509643553,0.0330059698635432,0.137233669204625,110.0655001561514,2.3833333333333333,5.023333333333333,4.803333333333334,2.17,43.166666666666664,64.66666666666667,78.13333333333334,50.333333333333336
2017,51099,43.71153846153846,52160.0,0.1606101609667388,0.0,0.0017434779100035,0.0817182547204335,0.5186480820804628,0.0102281535086319,0.0400587039709633,0.0340100179602622,0.1529831488825038,105.5849737356018,2.03,4.38,4.476666666666667,1.55,45.099999999999994,67.3,75.53333333333335,49.76666666666667
2018,51099,50.23076923076923,52842.0,0.1656735661348652,0.0,0.002237056693998,0.0814536364369992,0.5312596768654182,0.0052961191195155,0.0392216844361284,0.0377184273791717,0.1371398329339036,110.0567857447943,3.353333333333333,5.803333333333334,6.330000000000001,5.506666666666667,39.86666666666667,66.53333333333333,77.1,48.73333333333333
2019,51099,19.0377358490566,55544.0,0.1659982396315612,0.0,0.0020080961934378,0.0818027073640828,0.5537353404286065,0.0071634609068712,0.042018005303626,0.0124089084401972,0.134865241731617,106.7946258676866,3.2900000000000005,4.1000000000000005,3.3666666666666667,3.233333333333334,40.9,68.53333333333333,77.6,49.46666666666667
2020,51099,4.1923076923076925,58946.0,0.1639288267982381,0.0,0.0020925566913957,0.081647245613607,0.5576860639477818,0.0100142443993611,0.0415283358450269,0.0117877565727862,0.1313149701318029,98.17584856707008,2.6166666666666667,3.2300000000000004,7.010000000000001,5.6499999999999995,45.63333333333333,63.73333333333333,76.46666666666665,51.63333333333333
2021,51099,13.173076923076923,62938.0,0.1450858883385913,0.0,0.0022708377514577,0.0967658390933164,0.5448978404520656,0.0312456014248099,0.0404678301113085,0.0068087598035443,0.132457403024906,97.95340269664597,2.8433333333333337,3.2433333333333336,4.659999999999999,1.9366666666666668,41.86666666666667,65.66666666666667,76.46666666666667,52.76666666666666
2022,51099,42.51923076923077,64018.0,0.1393781975009289,0.0,0.0021075824171699,0.0969581749049429,0.5391507362462887,0.0367954237498076,0.0403274541230167,0.0084059320093536,0.1368764990484912,,2.9466666666666668,3.936666666666666,3.306666666666667,3.0933333333333333,42.5,65.46666666666665,76.03333333333335,48.56666666666666
2008,51159,70.05660377358491,26571.0,0.2413059324836507,0.0,0.0007375997534408,0.0375846897838971,0.5056436769867145,0.014088847872648,0.0487646935584686,0.0394079117096558,0.1124666478515242,116.7632089600013,2.24,5.803333333333334,3.7133333333333334,3.0966666666666662,43.63333333333333,66.23333333333333,74.7,49.26666666666667
2009,51159,38.40384615384615,26772.0,0.2713293590673691,0.0,0.0049640809697532,0.0303956893700794,0.4890130534378901,0.0116371078471263,0.049353388197365,0.0325063327960051,0.1108009883144114,105.9076994903832,1.9566666666666668,3.9466666666666668,4.819999999999999,7.496666666666667,39.96666666666667,65.96666666666667,74.16666666666667,49.43333333333334
2010,51159,72.46153846153847,26674.0,0.2359782460016379,0.0,0.0367986092954883,0.0143243257282066,0.5831799552938366,0.0375812268742565,0.043999729893048,0.0,0.0481379069135259,111.8865601746905,4.363333333333333,1.8633333333333333,3.9933333333333336,3.313333333333333,39.0,69.39999999999999,78.16666666666667,47.133333333333326
2011,51159,52.01923076923077,27957.0,0.1961357391320909,0.0,0.0008172466751738,0.0379829243925623,0.5342836711690263,0.0385785448507399,0.0496113749655873,0.0398199979568833,0.1027705008579358,102.5194001632323,2.5866666666666664,3.9633333333333334,8.600000000000001,3.0866666666666664,40.5,67.93333333333334,76.26666666666667,52.1
2012,51159,78.40384615384616,29674.0,0.2058630523124444,0.0,0.0018388050191412,0.038145681145669,0.539824326593934,0.0359865569847753,0.0491646596219541,0.0293169930170427,0.099859925305039,98.56258399481332,2.26,2.7533333333333334,3.6700000000000004,3.53,46.833333333333336,66.3,76.60000000000001,50.20000000000001
2013,51159,8.30188679245283,30160.0,0.2273538695418051,0.0,0.0015375318804118,0.0343226289024827,0.5285594815331686,0.0175275171457313,0.047180412397909,0.0314276364429684,0.1120909221555227,105.7674022312763,3.66,4.8133333333333335,3.6599999999999997,4.03,39.73333333333333,65.83333333333333,73.46666666666667,49.13333333333333
2014,51159,28.365384615384617,31571.0,0.2304549051249331,0.0,0.0018111017420166,0.032987677236044,0.4887031230250593,0.0237988465047987,0.050793958607841,0.046728502689815,0.1247218850694919,107.4426175725116,3.0566666666666666,3.9766666666666666,3.276666666666667,2.9200000000000004,37.300000000000004,65.16666666666667,72.96666666666667,49.03333333333333
2015,51159,13.5,33164.0,0.2436589795844162,0.0,0.0013782380369457,0.0317185208527761,0.5174556617706896,0.0051164489939381,0.0511610270297412,0.038969853640124,0.1105412700913688,107.6209517155737,3.4499999999999997,5.21,3.9,4.716666666666666,35.63333333333333,67.23333333333333,75.03333333333335,54.46666666666666
2016,51159,6.173076923076923,34767.0,0.2405406294530853,0.0,0.0013522662146415,0.031779121771486,0.5069266850085448,0.0086105248212705,0.0488824324862479,0.0433504343354416,0.1185579059092821,110.0655001561514,2.67,5.21,4.24,2.7466666666666666,42.56666666666666,63.800000000000004,77.2,50.06666666666666
2017,51159,12.423076923076923,35724.0,0.2421976317160968,0.0,0.0003843829701029,0.0318085565034308,0.5240559675456109,0.0023495841911249,0.04926162109189,0.0390131400106311,0.1109291159711124,105.5849737356018,2.4533333333333336,4.1066666666666665,3.9333333333333336,2.24,45.06666666666666,67.26666666666667,75.86666666666666,49.56666666666666
2018,51159,38.94230769230769,37251.0,0.2434737139186458,0.0,0.0004415209791723,0.0315903931960751,0.5067292991590324,0.0029625191975053,0.0494209149353561,0.0536248872390048,0.1117567513752079,110.0567857447943,2.893333333333333,6.923333333333335,5.75,6.253333333333333,41.03333333333334,66.76666666666667,77.3,49.70000000000001
2019,51159,26.358490566037737,37734.0,0.2431308858642297,0.0,0.0003064675031902,0.0388867438087504,0.5440767796325506,0.004120862472275,0.0503507061738484,0.0172556787389468,0.1018718758062086,106.7946258676866,3.1933333333333334,4.3999999999999995,2.853333333333333,3.563333333333333,41.166666666666664,68.39999999999999,77.16666666666667,49.9
2020,51159,0.0,41905.0,0.2451012814497125,0.0,0.0003618740574392,0.0389646592756631,0.5472920912338174,0.0037191649539692,0.0501931437852026,0.0142342900775518,0.1001334951666438,98.17584856707008,3.0533333333333332,4.03,6.553333333333334,6.223333333333334,45.03333333333334,63.46666666666667,76.13333333333334,51.13333333333333
2021,51159,15.307692307692308,43849.0,0.2399259629918846,0.0,0.0005055848075228,0.0471163485695586,0.5181395864247016,0.0175569518776761,0.0505532863878216,0.0190304199297375,0.1071718590110969,97.95340269664597,3.7433333333333336,4.023333333333333,4.703333333333333,1.8100000000000003,40.63333333333333,64.39999999999999,75.63333333333333,52.06666666666666
2022,51159,76.57692307692308,42685.0,0.2478166316912187,0.0,0.0002527928414607,0.0485864378372014,0.5170548595095126,0.0150827290545547,0.0498382818397778,0.0174340487717038,0.10393421845457,,2.89,3.526666666666667,3.3666666666666667,3.5666666666666664,41.53333333333333,65.13333333333334,75.73333333333333,48.333333333333336
2008,51153,70.0377358490566,,0.0887873533016295,0.0,0.0039927285273672,0.3101424678133628,0.4625791390903479,0.0756005795638911,0.0294578405162227,0.0060788394362714,0.0233610517509071,116.7632089600013,2.046666666666667,6.073333333333333,3.44,2.1133333333333333,40.699999999999996,64.26666666666667,73.3,46.56666666666666
2009,51153,37.55769230769231,,0.0895950731086143,0.0,0.0075885774458703,0.308793276580214,0.4517237837584499,0.0775012140726728,0.0303533125985343,0.0071966837617406,0.0272480786739035,105.9076994903832,1.6033333333333335,5.616666666666667,2.7866666666666666,5.1066666666666665,37.9,64.06666666666666,73.13333333333334,47.13333333333333
2010,51153,30.615384615384617,,0.1288672078721768,0.0,0.059943778712694,0.1769973365190068,0.5117543175615238,0.0837086903670936,0.0302795209124641,1.7949329044108482e-05,0.0084311987259965,111.8865601746905,3.066666666666667,2.526666666666667,4.576666666666667,2.69,38.26666666666667,67.53333333333335,76.16666666666667,45.599999999999994
2011,51153,47.78846153846154,,0.087965672905388,0.0,0.0056749795327789,0.3088810288555408,0.4828269794370492,0.0502950171665388,0.0293920263097276,0.0115015311774859,0.0234627646154904,102.5194001632323,3.046666666666667,3.3800000000000003,5.25,4.023333333333333,38.46666666666667,66.39999999999999,75.43333333333332,49.26666666666667
2012,51153,69.96153846153847,,0.0846290920730777,0.0,0.0068247337765488,0.3095341849957569,0.4953107377872267,0.0476823926056741,0.0300731036284568,0.0084840495281819,0.0174617056050768,98.56258399481332,1.9366666666666665,2.78,3.073333333333333,3.53,45.0,65.16666666666667,75.4,47.5
2013,51153,7.283018867924528,,0.0686761272926528,0.0,0.0052970464379057,0.3071608848221471,0.4715767388661808,0.0860859792804911,0.0290051185503324,0.0085359031454204,0.0236622016048694,105.7674022312763,2.526666666666667,4.036666666666666,2.8499999999999996,4.566666666666666,38.4,64.73333333333333,73.1,47.20000000000001
2014,51153,15.538461538461538,,0.0643523333629164,0.0,0.0060758478814307,0.3198989253337827,0.4579163022786673,0.0839400372747733,0.0303423435641184,0.0050268093172972,0.0324474009870136,107.4426175725116,2.94,4.7700000000000005,2.9466666666666668,2.9166666666666665,34.300000000000004,64.8,72.7,47.73333333333333
2015,51153,4.230769230769231,,0.0907956837846758,0.0,0.0096048854084918,0.3190014588815773,0.4716445474425696,0.0443328483690541,0.0306395046782931,0.0048064314440334,0.0291746399913045,107.6209517155737,2.5566666666666666,4.6499999999999995,3.456666666666667,3.2533333333333334,33.666666666666664,66.39999999999999,74.4,52.699999999999996
2016,51153,33.92307692307692,,0.0793250653405436,0.0,0.0134251009400462,0.3189007432019409,0.4763452772822322,0.0485708843933575,0.0316376868101349,0.0066372630065325,0.0251579790252118,110.0655001561514,2.6433333333333335,4.306666666666667,3.6099999999999994,1.6466666666666665,41.1,63.666666666666664,77.53333333333332,49.300000000000004
2017,51153,93.57692307692308,,0.088601876901507,0.0,0.0061566198621292,0.3187431879803315,0.4772856226871542,0.0473652877925616,0.0306335215686118,0.0071278780004048,0.0240860052072997,105.5849737356018,2.1166666666666667,3.85,4.516666666666667,1.7433333333333332,43.300000000000004,66.10000000000001,73.93333333333332,48.26666666666667
2018,51153,54.86538461538461,,0.092084046736064,0.0,0.0053299535411533,0.318206702478902,0.4584318468962119,0.0454357349203199,0.0307412175428764,0.0119612334380045,0.0378092644464676,110.0567857447943,2.703333333333333,5.383333333333333,7.03,5.1466666666666665,38.56666666666667,65.33333333333333,75.73333333333333,47.46666666666667
2019,51153,22.433962264150946,,0.0727365918645744,0.0,0.0038451413209097,0.317833438370043,0.4557778832576803,0.06877478002122,0.0306474515966909,0.0050138409132609,0.0453708726556205,106.7946258676866,3.563333333333333,3.453333333333333,2.7133333333333334,3.4466666666666668,39.36666666666667,67.60000000000001,76.76666666666667,48.20000000000001
2020,51153,6.846153846153846,,0.0726393748809603,0.0,0.003771376033713,0.3177030305629043,0.4532252644301004,0.0678458781612198,0.0302158818607981,0.0056580612414827,0.0489411328288212,98.17584856707008,2.716666666666667,4.003333333333333,5.736666666666667,4.736666666666667,44.43333333333334,63.133333333333326,75.66666666666667,50.6
2021,51153,8.923076923076923,,0.0515496300432779,0.0,0.0038631060409644,0.3439061845595421,0.4235535789074809,0.1010929179713208,0.0300213398217027,0.0033096667397937,0.0427035759159171,97.95340269664597,2.563333333333333,2.8800000000000003,4.406666666666666,1.7366666666666666,40.96666666666666,64.93333333333334,75.83333333333333,51.699999999999996
2022,51153,26.76923076923077,,0.0528332254683649,0.0,0.0040536619076443,0.3438801671724187,0.4267204628653656,0.0992125026301434,0.0299292877820735,0.0042770371271553,0.039093655046834,,2.57,4.03,3.59,3.146666666666667,40.666666666666664,64.60000000000001,75.19999999999999,47.53333333333333
2008,51187,48.264150943396224,36955.0,,,,,,,,,,116.7632089600013,2.09,5.223333333333334,4.086666666666666,2.4899999999999998,37.56666666666666,61.633333333333326,69.8,43.79999999999999
2009,51187,43.34615384615385,36662.0,,,,,,,,,,105.9076994903832,1.5633333333333332,5.183333333333334,2.8000000000000003,4.1433333333333335,35.63333333333333,61.46666666666667,69.60000000000001,44.6
2010,51187,98.5,38131.0,,,,,,,,,,111.8865601746905,4.31,2.1466666666666665,3.383333333333333,3.0399999999999996,35.6,65.06666666666666,73.23333333333333,43.199999999999996
2011,51187,54.67307692307692,40374.0,,,,,,,,,,102.5194001632323,2.486666666666667,5.593333333333334,3.69,3.4033333333333338,36.6,63.43333333333334,71.9,46.9
2012,51187,35.55769230769231,39780.0,,,,,,,,,,98.56258399481332,1.8,2.9066666666666663,4.45,3.2999999999999994,42.43333333333334,62.53333333333334,71.66666666666667,44.96666666666667
2013,51187,3.169811320754717,39033.0,,,,,,,,,,105.7674022312763,2.9800000000000004,4.026666666666666,2.8666666666666667,4.42,35.7,61.5,69.39999999999999,44.400000000000006
2014,51187,8.596153846153847,38409.0,,,,,,,,,,107.4426175725116,2.5233333333333334,4.473333333333333,2.91,3.453333333333333,31.399999999999995,61.666666666666664,68.73333333333333,44.6
2015,51187,7.653846153846154,41363.0,,,,,,,,,,107.6209517155737,2.2933333333333334,4.663333333333333,3.893333333333333,3.7600000000000002,31.400000000000002,63.599999999999994,70.76666666666667,49.63333333333333
2016,51187,24.134615384615383,43096.0,,,,,,,,,,110.0655001561514,2.7399999999999998,3.856666666666667,5.38,1.8999999999999997,37.833333333333336,60.93333333333334,73.76666666666667,46.866666666666674
2017,51187,36.38461538461539,43723.0,,,,,,,,,,105.5849737356018,2.1733333333333333,4.076666666666667,3.3433333333333333,1.9166666666666667,40.800000000000004,62.63333333333333,69.93333333333334,45.43333333333334
2018,51187,26.98076923076923,44986.0,,,,,,,,,,110.0567857447943,2.4966666666666666,7.9366666666666665,7.669999999999999,4.53,36.6,62.53333333333334,72.7,45.5
2019,51187,28.9811320754717,47221.0,,,,,,,,,,106.7946258676866,3.0,4.073333333333333,3.14,2.643333333333333,37.199999999999996,64.06666666666666,72.89999999999999,45.5
2020,51187,5.807692307692308,50951.0,,,,,,,,,,98.17584856707008,2.6833333333333336,4.503333333333333,5.433333333333334,3.53,42.233333333333334,59.6,71.63333333333334,47.46666666666667
2021,51187,19.115384615384617,54916.0,,,,,,,,,,97.95340269664597,1.75,3.23,4.829999999999999,2.07,37.9,61.23333333333333,72.46666666666667,48.6
2022,51187,27.26923076923077,56144.0,,,,,,,,,,,1.9066666666666665,4.989999999999999,3.91,3.8033333333333332,36.53333333333334,60.666666666666664,71.13333333333334,44.53333333333333
2008,51015,47.283018867924525,,0.1269526566867196,0.0,0.0007193291986815,0.0855171475913208,0.5849899973875109,0.2011688204790517,0.0006252080149734,2.5409140848951605e-05,1.431500892898682e-06,116.7632089600013,2.216666666666667,3.4133333333333327,3.3666666666666667,2.46,37.56666666666666,60.96666666666667,68.46666666666665,43.1
2009,51015,54.38461538461539,,0.1286382489881078,0.0,0.0009340543326163,0.0825353312314128,0.5830363565439274,0.2040278856373936,0.0007941251203355,2.8987893081198308e-05,5.010253125145387e-06,105.9076994903832,1.99,5.163333333333333,3.453333333333333,4.6499999999999995,35.733333333333334,60.4,67.53333333333333,43.23333333333333
2010,51015,53.42307692307692,,0.0709659410150057,0.0,0.0021039484373378,0.0755853943963897,0.5645402913820068,0.2858657180587416,0.0009268968281518,3.578752232246705e-06,8.23113013416742e-06,111.8865601746905,3.6366666666666667,2.3233333333333333,3.7099999999999995,2.796666666666667,33.86666666666667,64.43333333333334,71.43333333333334,41.96666666666666
2011,51015,50.88461538461539,,0.0811693215043642,0.0,0.0031475125882609,0.0782032516542782,0.5670421970675704,0.269583826902912,0.0008184606355148,2.719851696507496e-05,8.23113013416742e-06,102.5194001632323,2.6533333333333333,4.973333333333334,4.86,3.6266666666666665,36.63333333333333,62.63333333333333,70.50000000000001,46.56666666666666
2012,51015,43.75,,0.086231108661654,0.0,0.0024797174217237,0.0779126569730197,0.5705461533781632,0.2619965142953258,0.0008259760152025,3.2208770090220346e-06,4.652377901920716e-06,98.56258399481332,2.8866666666666667,3.5933333333333333,4.553333333333334,1.7899999999999998,42.56666666666667,61.70000000000001,70.06666666666668,44.833333333333336
2013,51015,41.41509433962264,,0.1081613444656386,0.0,0.0040235911347149,0.0836078832754172,0.5832564498062106,0.2201057879159852,0.0008102295053806,2.7556392188299623e-05,7.15750446449341e-06,105.7674022312763,3.0933333333333337,4.923333333333333,3.563333333333334,3.8866666666666667,35.43333333333333,60.866666666666674,68.0,44.36666666666667
2014,51015,23.384615384615383,,0.1190292992445254,0.0,0.0009773572346265,0.0826129901548526,0.5734807302086055,0.2221481818149284,0.0016895289288436,4.151352589406178e-05,2.0398887723806215e-05,107.4426175725116,3.183333333333333,4.516666666666667,2.276666666666667,3.486666666666667,32.13333333333333,61.56666666666666,67.63333333333333,43.866666666666674
2015,51015,4.903846153846154,,0.1550752074781606,0.0,0.0127700615903259,0.0826018960229326,0.5908416151624575,0.1566376907027595,0.0020069642518439,6.2986039287542e-05,3.578752232246705e-06,107.6209517155737,2.4533333333333336,5.026666666666666,4.743333333333333,3.733333333333334,32.43333333333333,62.86666666666667,69.33333333333334,49.6
2016,51015,30.25,,0.1503959889344981,0.0,0.0108937217949589,0.0831566026189308,0.5896806679383166,0.1639888056630175,0.0017435680875505,0.0001342032087092,6.441754018044069e-06,110.0655001561514,2.8766666666666665,4.57,3.9166666666666665,2.5433333333333334,37.833333333333336,60.26666666666667,72.53333333333335,46.6
2017,51015,67.28846153846153,,0.1666614178300593,0.0,0.0015288429536157,0.0829415196097728,0.5891384869751313,0.1579829436668611,0.0016744981694682,6.835416763591206e-05,3.936627455471375e-06,105.5849737356018,2.0433333333333334,5.63,3.3833333333333333,1.8699999999999999,41.4,61.866666666666674,69.0,45.23333333333333
2018,51015,30.692307692307693,,0.1672129035490485,0.0,0.0012722464185637,0.0819251539758147,0.588421305027789,0.1586800846017027,0.0020216371359961,0.0004423337759056,2.433551517927759e-05,110.0567857447943,2.776666666666667,6.489999999999999,7.203333333333333,4.723333333333334,36.56666666666666,61.96666666666666,70.83333333333333,44.300000000000004
2019,51015,14.79245283018868,,0.1813970417447614,0.0,0.0010271471042862,0.0696169528661162,0.5977087103863898,0.1480380237689713,0.0013216913784421,0.0008553594352766,3.507331575611448e-05,106.7946258676866,3.766666666666667,3.7833333333333337,3.14,3.2399999999999998,37.56666666666667,63.300000000000004,71.63333333333333,45.53333333333333
2020,51015,0.0,,0.1961301217554964,0.0,0.0008074779259526,0.0695591206332632,0.5958603417690606,0.1351044851370349,0.0013048556816725,0.0011254559296094,0.0001081411679102,98.17584856707008,2.523333333333333,4.913333333333333,6.78,4.173333333333333,42.199999999999996,58.9,70.03333333333333,46.9
2021,51015,63.86538461538461,,0.1656223247727254,0.0,0.0006491258283694,0.0781972848423569,0.5778308312928059,0.175154771576094,0.0012506323874762,0.0011650609186508,0.0001299683815212,97.95340269664597,2.6966666666666668,3.2099999999999995,5.53,1.5833333333333333,37.666666666666664,60.76666666666667,70.8,48.366666666666674
2022,51015,57.23076923076923,,0.163313873432115,0.0,0.0005588784337369,0.0781151654759918,0.5770392976391056,0.178211331233392,0.0011643002347933,0.0014532271380769,0.0001439264127881,,2.8733333333333335,4.203333333333333,3.2900000000000005,3.733333333333333,37.166666666666664,61.4,70.03333333333335,44.13333333333333
2008,51065,104.1132075471698,34681.0,0.0898908019828061,0.0,0.0006621327139059,0.0440671472018008,0.7484530280897531,0.0954872003639933,0.0115376326061447,0.0074391149213343,0.0024629421202615,116.7632089600013,1.9866666666666666,4.066666666666666,4.6433333333333335,2.48,41.8,65.06666666666668,72.96666666666667,46.666666666666664
2009,51065,28.846153846153847,34172.0,0.0827294714911755,0.0,0.0025204147608898,0.0443341555113867,0.7380744270696137,0.1029778011925573,0.0116406044206039,0.0148602696424722,0.0028628559113005,105.9076994903832,2.11,5.066666666666666,3.236666666666667,6.166666666666667,39.13333333333333,64.56666666666666,72.1,47.166666666666664
