County,Year,Income,DSCI,Precip,Temp,Count,Percentage,Crop,Coal,Petroleum Products,Natural Gas,Total,Sector,Population
Accomack,2008,32179,97.9622641509434,44.92,58.5,128850,0.017817875,Soybeans,31.63281044,0.90156814,4.2447812,36.77915978,Electic,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,128850,0.017817875,Soybeans,39.4874793294498,60.93732207996174,16.33840755058973,116.7632089600013,Total,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,88,1.22e-05,Sunflower,0.0,2.58941859,4.384754,6.97417259,Residential,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,88,1.22e-05,Sunflower,0.18722022,1.07114744,3.68526114,4.9436288,Commercial,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,88,1.22e-05,Sunflower,7.667448669449799,5.134327506628398,3.550513750589726,16.35228992666792,Industrial,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,88,1.22e-05,Sunflower,0.0,51.24086040333334,0.47309746,51.71395786333334,Transportation,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,88,1.22e-05,Sunflower,31.63281044,0.90156814,4.2447812,36.77915978,Electic,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,88,1.22e-05,Sunflower,39.4874793294498,60.93732207996174,16.33840755058973,116.7632089600013,Total,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,41,5.67e-06,Barley,0.0,2.58941859,4.384754,6.97417259,Residential,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,41,5.67e-06,Barley,0.18722022,1.07114744,3.68526114,4.9436288,Commercial,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,41,5.67e-06,Barley,7.667448669449799,5.134327506628398,3.550513750589726,16.35228992666792,Industrial,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,41,5.67e-06,Barley,0.0,51.24086040333334,0.47309746,51.71395786333334,Transportation,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,41,5.67e-06,Barley,31.63281044,0.90156814,4.2447812,36.77915978,Electic,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,41,5.67e-06,Barley,39.4874793294498,60.93732207996174,16.33840755058973,116.7632089600013,Total,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,1747,0.000241582,Winter_Wheat,0.0,2.58941859,4.384754,6.97417259,Residential,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,1747,0.000241582,Winter_Wheat,0.18722022,1.07114744,3.68526114,4.9436288,Commercial,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,1747,0.000241582,Winter_Wheat,7.667448669449799,5.134327506628398,3.550513750589726,16.35228992666792,Industrial,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,1747,0.000241582,Winter_Wheat,0.0,51.24086040333334,0.47309746,51.71395786333334,Transportation,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,1747,0.000241582,Winter_Wheat,31.63281044,0.90156814,4.2447812,36.77915978,Electic,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,1747,0.000241582,Winter_Wheat,39.4874793294498,60.93732207996174,16.33840755058973,116.7632089600013,Total,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,112293,0.015528309,Dbl_Crop_WinWht/Soybeans,0.0,2.58941859,4.384754,6.97417259,Residential,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,112293,0.015528309,Dbl_Crop_WinWht/Soybeans,0.18722022,1.07114744,3.68526114,4.9436288,Commercial,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,112293,0.015528309,Dbl_Crop_WinWht/Soybeans,7.667448669449799,5.134327506628398,3.550513750589726,16.35228992666792,Industrial,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,112293,0.015528309,Dbl_Crop_WinWht/Soybeans,0.0,51.24086040333334,0.47309746,51.71395786333334,Transportation,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,112293,0.015528309,Dbl_Crop_WinWht/Soybeans,31.63281044,0.90156814,4.2447812,36.77915978,Electic,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,112293,0.015528309,Dbl_Crop_WinWht/Soybeans,39.4874793294498,60.93732207996174,16.33840755058973,116.7632089600013,Total,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,271,3.75e-05,Rye,0.0,2.58941859,4.384754,6.97417259,Residential,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,271,3.75e-05,Rye,0.18722022,1.07114744,3.68526114,4.9436288,Commercial,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,271,3.75e-05,Rye,7.667448669449799,5.134327506628398,3.550513750589726,16.35228992666792,Industrial,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,271,3.75e-05,Rye,0.0,51.24086040333334,0.47309746,51.71395786333334,Transportation,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,271,3.75e-05,Rye,31.63281044,0.90156814,4.2447812,36.77915978,Electic,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,271,3.75e-05,Rye,39.4874793294498,60.93732207996174,16.33840755058973,116.7632089600013,Total,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,308,4.26e-05,Oats,0.0,2.58941859,4.384754,6.97417259,Residential,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,308,4.26e-05,Oats,0.18722022,1.07114744,3.68526114,4.9436288,Commercial,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,308,4.26e-05,Oats,7.667448669449799,5.134327506628398,3.550513750589726,16.35228992666792,Industrial,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,308,4.26e-05,Oats,0.0,51.24086040333334,0.47309746,51.71395786333334,Transportation,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,308,4.26e-05,Oats,31.63281044,0.90156814,4.2447812,36.77915978,Electic,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,308,4.26e-05,Oats,39.4874793294498,60.93732207996174,16.33840755058973,116.7632089600013,Total,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,1321,0.000182673,Alfalfa,0.0,2.58941859,4.384754,6.97417259,Residential,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,1321,0.000182673,Alfalfa,0.18722022,1.07114744,3.68526114,4.9436288,Commercial,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,1321,0.000182673,Alfalfa,7.667448669449799,5.134327506628398,3.550513750589726,16.35228992666792,Industrial,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,1321,0.000182673,Alfalfa,0.0,51.24086040333334,0.47309746,51.71395786333334,Transportation,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,1321,0.000182673,Alfalfa,31.63281044,0.90156814,4.2447812,36.77915978,Electic,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,1321,0.000182673,Alfalfa,39.4874793294498,60.93732207996174,16.33840755058973,116.7632089600013,Total,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,4,5.53e-07,Other_Hay/Non_Alfalfa,0.0,2.58941859,4.384754,6.97417259,Residential,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,4,5.53e-07,Other_Hay/Non_Alfalfa,0.18722022,1.07114744,3.68526114,4.9436288,Commercial,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,4,5.53e-07,Other_Hay/Non_Alfalfa,7.667448669449799,5.134327506628398,3.550513750589726,16.35228992666792,Industrial,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,4,5.53e-07,Other_Hay/Non_Alfalfa,0.0,51.24086040333334,0.47309746,51.71395786333334,Transportation,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,4,5.53e-07,Other_Hay/Non_Alfalfa,31.63281044,0.90156814,4.2447812,36.77915978,Electic,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,4,5.53e-07,Other_Hay/Non_Alfalfa,39.4874793294498,60.93732207996174,16.33840755058973,116.7632089600013,Total,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,2335,0.000322893,Dry_Beans,0.0,2.58941859,4.384754,6.97417259,Residential,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,2335,0.000322893,Dry_Beans,0.18722022,1.07114744,3.68526114,4.9436288,Commercial,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,2335,0.000322893,Dry_Beans,7.667448669449799,5.134327506628398,3.550513750589726,16.35228992666792,Industrial,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,2335,0.000322893,Dry_Beans,0.0,51.24086040333334,0.47309746,51.71395786333334,Transportation,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,2335,0.000322893,Dry_Beans,31.63281044,0.90156814,4.2447812,36.77915978,Electic,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,2335,0.000322893,Dry_Beans,39.4874793294498,60.93732207996174,16.33840755058973,116.7632089600013,Total,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,913,0.000126253,Potatoes,0.0,2.58941859,4.384754,6.97417259,Residential,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,913,0.000126253,Potatoes,0.18722022,1.07114744,3.68526114,4.9436288,Commercial,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,913,0.000126253,Potatoes,7.667448669449799,5.134327506628398,3.550513750589726,16.35228992666792,Industrial,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,913,0.000126253,Potatoes,0.0,51.24086040333334,0.47309746,51.71395786333334,Transportation,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,913,0.000126253,Potatoes,31.63281044,0.90156814,4.2447812,36.77915978,Electic,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,913,0.000126253,Potatoes,39.4874793294498,60.93732207996174,16.33840755058973,116.7632089600013,Total,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,82,1.13e-05,Other_Crops,0.0,2.58941859,4.384754,6.97417259,Residential,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,82,1.13e-05,Other_Crops,0.18722022,1.07114744,3.68526114,4.9436288,Commercial,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,82,1.13e-05,Other_Crops,7.667448669449799,5.134327506628398,3.550513750589726,16.35228992666792,Industrial,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,82,1.13e-05,Other_Crops,0.0,51.24086040333334,0.47309746,51.71395786333334,Transportation,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,82,1.13e-05,Other_Crops,31.63281044,0.90156814,4.2447812,36.77915978,Electic,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,82,1.13e-05,Other_Crops,39.4874793294498,60.93732207996174,16.33840755058973,116.7632089600013,Total,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,183,2.53e-05,Misc_Vegs_&_Fruits,0.0,2.58941859,4.384754,6.97417259,Residential,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,183,2.53e-05,Misc_Vegs_&_Fruits,0.18722022,1.07114744,3.68526114,4.9436288,Commercial,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,183,2.53e-05,Misc_Vegs_&_Fruits,7.667448669449799,5.134327506628398,3.550513750589726,16.35228992666792,Industrial,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,183,2.53e-05,Misc_Vegs_&_Fruits,0.0,51.24086040333334,0.47309746,51.71395786333334,Transportation,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,183,2.53e-05,Misc_Vegs_&_Fruits,31.63281044,0.90156814,4.2447812,36.77915978,Electic,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,183,2.53e-05,Misc_Vegs_&_Fruits,39.4874793294498,60.93732207996174,16.33840755058973,116.7632089600013,Total,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,6352,0.000878379,Tomatoes,0.0,2.58941859,4.384754,6.97417259,Residential,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,6352,0.000878379,Tomatoes,0.18722022,1.07114744,3.68526114,4.9436288,Commercial,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,6352,0.000878379,Tomatoes,7.667448669449799,5.134327506628398,3.550513750589726,16.35228992666792,Industrial,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,6352,0.000878379,Tomatoes,0.0,51.24086040333334,0.47309746,51.71395786333334,Transportation,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,6352,0.000878379,Tomatoes,31.63281044,0.90156814,4.2447812,36.77915978,Electic,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,6352,0.000878379,Tomatoes,39.4874793294498,60.93732207996174,16.33840755058973,116.7632089600013,Total,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,106,1.47e-05,Clover/Wildflowers,0.0,2.58941859,4.384754,6.97417259,Residential,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,106,1.47e-05,Clover/Wildflowers,0.18722022,1.07114744,3.68526114,4.9436288,Commercial,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,106,1.47e-05,Clover/Wildflowers,7.667448669449799,5.134327506628398,3.550513750589726,16.35228992666792,Industrial,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,106,1.47e-05,Clover/Wildflowers,0.0,51.24086040333334,0.47309746,51.71395786333334,Transportation,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,106,1.47e-05,Clover/Wildflowers,31.63281044,0.90156814,4.2447812,36.77915978,Electic,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,106,1.47e-05,Clover/Wildflowers,39.4874793294498,60.93732207996174,16.33840755058973,116.7632089600013,Total,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,10,1.38e-06,Sod/Grass_Seed,0.0,2.58941859,4.384754,6.97417259,Residential,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,10,1.38e-06,Sod/Grass_Seed,0.18722022,1.07114744,3.68526114,4.9436288,Commercial,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,10,1.38e-06,Sod/Grass_Seed,7.667448669449799,5.134327506628398,3.550513750589726,16.35228992666792,Industrial,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,10,1.38e-06,Sod/Grass_Seed,0.0,51.24086040333334,0.47309746,51.71395786333334,Transportation,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,10,1.38e-06,Sod/Grass_Seed,31.63281044,0.90156814,4.2447812,36.77915978,Electic,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,10,1.38e-06,Sod/Grass_Seed,39.4874793294498,60.93732207996174,16.33840755058973,116.7632089600013,Total,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,8844,0.001222982,Fallow/Idle_Cropland,0.0,2.58941859,4.384754,6.97417259,Residential,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,8844,0.001222982,Fallow/Idle_Cropland,0.18722022,1.07114744,3.68526114,4.9436288,Commercial,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,8844,0.001222982,Fallow/Idle_Cropland,7.667448669449799,5.134327506628398,3.550513750589726,16.35228992666792,Industrial,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,8844,0.001222982,Fallow/Idle_Cropland,0.0,51.24086040333334,0.47309746,51.71395786333334,Transportation,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,8844,0.001222982,Fallow/Idle_Cropland,31.63281044,0.90156814,4.2447812,36.77915978,Electic,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,8844,0.001222982,Fallow/Idle_Cropland,39.4874793294498,60.93732207996174,16.33840755058973,116.7632089600013,Total,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,4,5.53e-07,Grapes,0.0,2.58941859,4.384754,6.97417259,Residential,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,4,5.53e-07,Grapes,0.18722022,1.07114744,3.68526114,4.9436288,Commercial,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,4,5.53e-07,Grapes,7.667448669449799,5.134327506628398,3.550513750589726,16.35228992666792,Industrial,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,4,5.53e-07,Grapes,0.0,51.24086040333334,0.47309746,51.71395786333334,Transportation,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,4,5.53e-07,Grapes,31.63281044,0.90156814,4.2447812,36.77915978,Electic,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,4,5.53e-07,Grapes,39.4874793294498,60.93732207996174,16.33840755058973,116.7632089600013,Total,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,58666,0.008112561,Open_Water,0.0,2.58941859,4.384754,6.97417259,Residential,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,58666,0.008112561,Open_Water,0.18722022,1.07114744,3.68526114,4.9436288,Commercial,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,58666,0.008112561,Open_Water,7.667448669449799,5.134327506628398,3.550513750589726,16.35228992666792,Industrial,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,58666,0.008112561,Open_Water,0.0,51.24086040333334,0.47309746,51.71395786333334,Transportation,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,58666,0.008112561,Open_Water,31.63281044,0.90156814,4.2447812,36.77915978,Electic,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,58666,0.008112561,Open_Water,39.4874793294498,60.93732207996174,16.33840755058973,116.7632089600013,Total,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,52620,0.007276497,Developed/Open_Space,0.0,2.58941859,4.384754,6.97417259,Residential,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,52620,0.007276497,Developed/Open_Space,0.18722022,1.07114744,3.68526114,4.9436288,Commercial,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,52620,0.007276497,Developed/Open_Space,7.667448669449799,5.134327506628398,3.550513750589726,16.35228992666792,Industrial,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,52620,0.007276497,Developed/Open_Space,0.0,51.24086040333334,0.47309746,51.71395786333334,Transportation,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,52620,0.007276497,Developed/Open_Space,31.63281044,0.90156814,4.2447812,36.77915978,Electic,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,52620,0.007276497,Developed/Open_Space,39.4874793294498,60.93732207996174,16.33840755058973,116.7632089600013,Total,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,16638,0.002300767,Developed/Low_Intensity,0.0,2.58941859,4.384754,6.97417259,Residential,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,16638,0.002300767,Developed/Low_Intensity,0.18722022,1.07114744,3.68526114,4.9436288,Commercial,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,16638,0.002300767,Developed/Low_Intensity,7.667448669449799,5.134327506628398,3.550513750589726,16.35228992666792,Industrial,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,16638,0.002300767,Developed/Low_Intensity,0.0,51.24086040333334,0.47309746,51.71395786333334,Transportation,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,16638,0.002300767,Developed/Low_Intensity,31.63281044,0.90156814,4.2447812,36.77915978,Electic,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,16638,0.002300767,Developed/Low_Intensity,39.4874793294498,60.93732207996174,16.33840755058973,116.7632089600013,Total,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,4696,0.000649381,Developed/Med_Intensity,0.0,2.58941859,4.384754,6.97417259,Residential,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,4696,0.000649381,Developed/Med_Intensity,0.18722022,1.07114744,3.68526114,4.9436288,Commercial,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,4696,0.000649381,Developed/Med_Intensity,7.667448669449799,5.134327506628398,3.550513750589726,16.35228992666792,Industrial,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,4696,0.000649381,Developed/Med_Intensity,0.0,51.24086040333334,0.47309746,51.71395786333334,Transportation,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,4696,0.000649381,Developed/Med_Intensity,31.63281044,0.90156814,4.2447812,36.77915978,Electic,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,4696,0.000649381,Developed/Med_Intensity,39.4874793294498,60.93732207996174,16.33840755058973,116.7632089600013,Total,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,1593,0.000220286,Developed/High_Intensity,0.0,2.58941859,4.384754,6.97417259,Residential,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,1593,0.000220286,Developed/High_Intensity,0.18722022,1.07114744,3.68526114,4.9436288,Commercial,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,1593,0.000220286,Developed/High_Intensity,7.667448669449799,5.134327506628398,3.550513750589726,16.35228992666792,Industrial,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,1593,0.000220286,Developed/High_Intensity,0.0,51.24086040333334,0.47309746,51.71395786333334,Transportation,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,1593,0.000220286,Developed/High_Intensity,31.63281044,0.90156814,4.2447812,36.77915978,Electic,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,1593,0.000220286,Developed/High_Intensity,39.4874793294498,60.93732207996174,16.33840755058973,116.7632089600013,Total,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,6052,0.000836894,Barren,0.0,2.58941859,4.384754,6.97417259,Residential,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,6052,0.000836894,Barren,0.18722022,1.07114744,3.68526114,4.9436288,Commercial,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,6052,0.000836894,Barren,7.667448669449799,5.134327506628398,3.550513750589726,16.35228992666792,Industrial,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,6052,0.000836894,Barren,0.0,51.24086040333334,0.47309746,51.71395786333334,Transportation,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,6052,0.000836894,Barren,31.63281044,0.90156814,4.2447812,36.77915978,Electic,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,6052,0.000836894,Barren,39.4874793294498,60.93732207996174,16.33840755058973,116.7632089600013,Total,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,6063,0.000838415,Deciduous_Forest,0.0,2.58941859,4.384754,6.97417259,Residential,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,6063,0.000838415,Deciduous_Forest,0.18722022,1.07114744,3.68526114,4.9436288,Commercial,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,6063,0.000838415,Deciduous_Forest,7.667448669449799,5.134327506628398,3.550513750589726,16.35228992666792,Industrial,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,6063,0.000838415,Deciduous_Forest,0.0,51.24086040333334,0.47309746,51.71395786333334,Transportation,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,6063,0.000838415,Deciduous_Forest,31.63281044,0.90156814,4.2447812,36.77915978,Electic,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,6063,0.000838415,Deciduous_Forest,39.4874793294498,60.93732207996174,16.33840755058973,116.7632089600013,Total,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,29401,0.004065684,Evergreen_Forest,0.0,2.58941859,4.384754,6.97417259,Residential,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,29401,0.004065684,Evergreen_Forest,0.18722022,1.07114744,3.68526114,4.9436288,Commercial,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,29401,0.004065684,Evergreen_Forest,7.667448669449799,5.134327506628398,3.550513750589726,16.35228992666792,Industrial,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,29401,0.004065684,Evergreen_Forest,0.0,51.24086040333334,0.47309746,51.71395786333334,Transportation,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,29401,0.004065684,Evergreen_Forest,31.63281044,0.90156814,4.2447812,36.77915978,Electic,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,29401,0.004065684,Evergreen_Forest,39.4874793294498,60.93732207996174,16.33840755058973,116.7632089600013,Total,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,3706,0.00051248,Mixed_Forest,0.0,2.58941859,4.384754,6.97417259,Residential,33970
Accomack,2008,32179,97.9622641509434,44.92,58.5,3706,0.00051248,Mixed_Forest,0.18722022,1.07114744,3.68526114,4.9436288,Commercial,33970
