Year,County,DSCI,Income,Agriculture,Aquaculture,Barren,Developed,Forest,Grassland,Open_Water,Shrubland,Wetlands,VACO2
2017,51099,43.71153846153846,52160.0,0.1606101609667388,0.0,0.0017434779100035094,0.08171825472043359,0.5186480820804628,0.010228153508631998,0.040058703970963304,0.034010017960262214,0.15298314888250386,105.5849737356018
2018,51099,50.23076923076923,52842.0,0.16567356613486525,0.0,0.0022370566939980446,0.08145363643699927,0.5312596768654182,0.0052961191195155044,0.039221684436128466,0.03771842737917173,0.1371398329339036,110.0567857447943
2019,51099,19.037735849056602,55544.0,0.16599823963156127,0.0,0.0020080961934378417,0.08180270736408285,0.5537353404286065,0.007163460906871255,0.042018005303626024,0.012408908440197207,0.134865241731617,106.7946258676866
2020,51099,4.1923076923076925,58946.0,0.16392882679823811,0.0,0.0020925566913957447,0.08164724561360706,0.5576860639477818,0.01001424439936116,0.041528335845026944,0.011787756572786254,0.13131497013180293,98.17584856707008
2021,51099,13.173076923076923,62938.0,0.1450858883385913,0.0,0.0022708377514577467,0.09676583909331642,0.5448978404520656,0.031245601424809935,0.040467830111308584,0.006808759803544384,0.13245740302490602,97.95340269664597
2022,51099,42.51923076923077,64018.0,0.13937819750092897,0.0,0.002107582417169947,0.09695817490494296,0.5391507362462887,0.03679542374980763,0.040327454123016755,0.008405932009353688,0.13687649904849128,
2008,51159,70.05660377358491,26571.0,0.24130593248365073,0.0,0.0007375997534408336,0.037584689783897125,0.5056436769867145,0.014088847872648035,0.04876469355846863,0.0394079117096558,0.11246664785152428,116.7632089600013
2009,51159,38.40384615384615,26772.0,0.27132935906736916,0.0,0.004964080969753216,0.030395689370079422,0.48901305343789014,0.01163710784712639,0.049353388197365074,0.032506332796005184,0.11080098831441142,105.9076994903832
2010,51159,72.46153846153847,26674.0,0.23597824600163794,0.0,0.036798609295488345,0.01432432572820661,0.5831799552938366,0.03758122687425656,0.04399972989304803,0.0,0.04813790691352595,111.8865601746905
2011,51159,52.01923076923077,27957.0,0.19613573913209095,0.0,0.0008172466751738813,0.037982924392562366,0.5342836711690263,0.038578544850739936,0.04961137496558733,0.03981999795688331,0.10277050085793586,102.5194001632323
2012,51159,78.40384615384616,29674.0,0.20583967641619857,0.0,0.001838859145467264,0.038146803986618925,0.539840216646004,0.03598761627061357,0.04916610681312897,0.029317855980274685,0.09986286474169397,98.56258399481332
2013,51159,8.30188679245283,30160.0,0.22735386954180511,0.0,0.0015375318804118786,0.034322628902482735,0.5285594815331686,0.017527517145731357,0.04718041239790909,0.031427636442968476,0.11209092215552273,105.7674022312763
2014,51159,28.365384615384617,31571.0,0.23044824290443672,0.0,0.0018111174213566413,0.03298796282188024,0.48870735389857745,0.02379905253971992,0.05079439834887039,0.04672890723477346,0.12472296483038521,107.4426175725116
2015,51159,13.5,33164.0,0.2436589795844162,0.0,0.001378238036945783,0.03171852085277613,0.5174556617706896,0.0051164489939381766,0.0511610270297412,0.03896985364012404,0.11054127009136887,107.6209517155737
2016,51159,6.173076923076923,34767.0,0.24054062945308535,0.0,0.0013522662146415283,0.031779121771486056,0.5069266850085448,0.008610524821270575,0.04888243248624792,0.04335043433544167,0.11855790590928215,110.0655001561514
2017,51159,12.423076923076923,35724.0,0.24219763171609682,0.0,0.00038438297010296964,0.031808556503430875,0.5240559675456109,0.002349584191124909,0.049261621091890036,0.03901314001063113,0.11092911597111241,105.5849737356018
2018,51159,38.94230769230769,37251.0,0.24347371391864586,0.0,0.00044152097917232996,0.03159039319607514,0.5067292991590324,0.00296251919750532,0.049420914935356136,0.053624887239004826,0.11175675137520799,110.0567857447943
2019,51159,26.358490566037737,37734.0,0.2431308858642297,0.0,0.00030646750319020553,0.03888674380875043,0.5440767796325506,0.00412086247227508,0.05035070617384845,0.017255678738946824,0.10187187580620866,106.7946258676866
2020,51159,0.0,41905.0,0.2451012814497125,0.0,0.0003618740574392822,0.03896465927566319,0.5472920912338174,0.0037191649539692734,0.05019314378520264,0.014234290077551861,0.10013349516664387,98.17584856707008
2021,51159,15.307692307692308,43849.0,0.23992596299188468,0.0,0.0005055848075228249,0.0471163485695586,0.5181395864247016,0.01755695187767618,0.05055328638782164,0.019030419929737565,0.1071718590110969,97.95340269664597
2022,51159,76.57692307692308,42685.0,0.24781663169121873,0.0,0.00025279284146079633,0.04858643783720141,0.5170548595095126,0.015082729054554773,0.04983828183977782,0.017434048771703823,0.10393421845457002,
2008,51153,70.0377358490566,,0.0887873533016295,0.0,0.003992728527367242,0.31014246781336285,0.4625791390903479,0.07560057956389113,0.029457840516222702,0.006078839436271406,0.023361051750907188,116.7632089600013
2009,51153,37.55769230769231,,0.08959507310861438,0.0,0.0075885774458703086,0.30879327658021405,0.4517237837584499,0.07750121407267284,0.030353312598534337,0.007196683761740606,0.02724807867390357,105.9076994903832
2010,51153,30.615384615384617,,0.12886720787217684,0.0,0.05994377871269407,0.17699733651900684,0.5117543175615238,0.08370869036709369,0.030279520912464115,1.7949329044108482e-05,0.008431198725996512,111.8865601746905
2011,51153,47.78846153846154,,0.08796567290538809,0.0,0.005674979532778965,0.3088810288555408,0.4828269794370492,0.05029501716653886,0.029392026309727638,0.011501531177485957,0.02346276461549047,102.5194001632323
2012,51153,69.96153846153847,,0.0846290920730777,0.0,0.006824733776548803,0.30953418499575697,0.4953107377872267,0.04768239260567418,0.030073103628456867,0.008484049528181943,0.017461705605076868,98.56258399481332
2013,51153,7.283018867924528,,0.06867612729265284,0.0,0.005297046437905792,0.3071608848221471,0.4715767388661808,0.08608597928049118,0.02900511855033241,0.008535903145420479,0.023662201604869454,105.7674022312763
2014,51153,15.538461538461538,,0.06435233336291649,0.0,0.0060758478814307215,0.3198989253337827,0.4579163022786673,0.08394003727477331,0.030342343564118492,0.00502680931729727,0.03244740098701366,107.4426175725116
2015,51153,4.230769230769231,,0.09079568378467585,0.0,0.009604885408491828,0.3190014588815773,0.4716445474425696,0.04433284836905416,0.03063950467829318,0.004806431444033493,0.029174639991304548,107.6209517155737
2016,51153,33.92307692307692,,0.07932506534054365,0.0,0.01342510094004625,0.3189007432019409,0.47634527728223225,0.04857088439335755,0.03163768681013499,0.006637263006532558,0.025157979025211826,110.0655001561514
2017,51153,93.57692307692308,,0.08860187690150705,0.0,0.0061566198621292095,0.3187431879803315,0.4772856226871542,0.0473652877925616,0.030633521568611807,0.007127878000404857,0.024086005207299793,105.5849737356018
2018,51153,54.86538461538461,,0.09208404673606409,0.0,0.0053299535411533245,0.31820670247890204,0.45843184689621197,0.04543573492031994,0.03074121754287646,0.011961233438004513,0.03780926444646762,110.0567857447943
2019,51153,22.433962264150942,,0.07273659186457444,0.0,0.003845141320909751,0.317833438370043,0.4557778832576803,0.06877478002122007,0.030647451596690946,0.005013840913260951,0.04537087265562053,106.7946258676866
2020,51153,6.846153846153846,,0.07263937488096034,0.0,0.0037713760337130305,0.3177030305629043,0.4532252644301004,0.06784587816121984,0.03021588186079813,0.005658061241482743,0.04894113282882121,98.17584856707008
2021,51153,8.923076923076923,,0.05154963004327796,0.0,0.0038631060409644803,0.3439061845595421,0.4235535789074809,0.10109291797132088,0.030021339821702797,0.0033096667397937815,0.042703575915917114,97.95340269664597
2022,51153,26.76923076923077,,0.05283322546836498,0.0,0.004053661907644319,0.34388016717241876,0.4267204628653656,0.09921250263014349,0.02992928778207354,0.004277037127155346,0.03909365504683401,
2008,51187,48.264150943396224,36955.0,,,,,,,,,,116.7632089600013
2009,51187,43.34615384615385,36662.0,,,,,,,,,,105.9076994903832
2010,51187,98.5,38131.0,,,,,,,,,,111.8865601746905
2011,51187,54.67307692307692,40374.0,,,,,,,,,,102.5194001632323
2012,51187,35.55769230769231,39780.0,,,,,,,,,,98.56258399481332
2013,51187,3.169811320754717,39033.0,,,,,,,,,,105.7674022312763
2014,51187,8.596153846153847,38409.0,,,,,,,,,,107.4426175725116
2015,51187,7.653846153846154,41363.0,,,,,,,,,,107.6209517155737
2016,51187,24.134615384615383,43096.0,,,,,,,,,,110.0655001561514
2017,51187,36.38461538461539,43723.0,,,,,,,,,,105.5849737356018
2018,51187,26.98076923076923,44986.0,,,,,,,,,,110.0567857447943
2019,51187,28.9811320754717,47221.0,,,,,,,,,,106.7946258676866
2020,51187,5.8076923076923075,50951.0,,,,,,,,,,98.17584856707008
2021,51187,19.115384615384617,54916.0,,,,,,,,,,97.95340269664597
2022,51187,27.26923076923077,56144.0,,,,,,,,,,
2008,51015,47.283018867924525,,0.1269526566867196,0.0,0.0007193291986815877,0.08551714759132081,0.5849899973875109,0.20116882047905177,0.0006252080149734994,2.5409140848951605e-05,1.4315008928986819e-06,116.7632089600013
2009,51015,54.38461538461539,,0.1286382489881078,0.0,0.00093405433261639,0.08253533123141285,0.5830363565439274,0.20402788563739366,0.0007941251203355438,2.8987893081198308e-05,5.010253125145387e-06,105.9076994903832
2010,51015,53.42307692307692,,0.07096594101500571,0.0,0.002103948437337838,0.07558539439638975,0.5645402913820068,0.2858657180587416,0.0009268968281518965,3.578752232246705e-06,8.23113013416742e-06,111.8865601746905
2011,51015,50.88461538461539,,0.08116932150436429,0.0,0.003147512588260977,0.07820325165427822,0.5670421970675704,0.26958382690291205,0.0008184606355148215,2.719851696507496e-05,8.23113013416742e-06,102.5194001632323
2012,51015,43.75,,0.08623110866165402,0.0,0.0024797174217237416,0.07791265697301979,0.5705461533781632,0.2619965142953258,0.0008259760152025395,3.2208770090220346e-06,4.652377901920716e-06,98.56258399481332
2013,51015,41.41509433962264,,0.1081613444656386,0.0,0.00402359113471497,0.0836078832754172,0.5832564498062106,0.2201057879159852,0.000810229505380654,2.7556392188299626e-05,7.15750446449341e-06,105.7674022312763
2014,51015,23.384615384615383,,0.1190292992445254,0.0,0.000977357234626575,0.08261299015485261,0.5734807302086055,0.2221481818149284,0.0016895289288436693,4.151352589406178e-05,2.0398887723806218e-05,107.4426175725116
2015,51015,4.903846153846154,,0.15507490510040373,0.0,0.012770066160416194,0.08260192558411521,0.5908418266101081,0.15663774675952816,0.0020069649700869886,6.298606182869295e-05,3.5787535129939172e-06,107.6209517155737
2016,51015,30.25,,0.1503959889344981,0.0,0.010893721794958969,0.08315660261893089,0.5896806679383166,0.16398880566301755,0.0017435680875505946,0.00013420320870925144,6.441754018044069e-06,110.0655001561514
2017,51015,67.28846153846153,,0.16666141783005936,0.0,0.0015288429536157923,0.08294151960977286,0.5891384869751313,0.1579829436668611,0.0016744981694682332,6.835416763591206e-05,3.936627455471375e-06,105.5849737356018
2018,51015,30.692307692307693,,0.16721290354904858,0.0,0.0012722464185637035,0.08192515397581479,0.588421305027789,0.15868008460170277,0.0020216371359961637,0.0004423337759056927,2.433551517927759e-05,110.0567857447943
2019,51015,14.79245283018868,,0.18139704174476146,0.0,0.0010271471042862096,0.0696169528661162,0.5977087103863898,0.14803802376897135,0.0013216913784421507,0.0008553594352766694,3.507331575611448e-05,106.7946258676866
2020,51015,0.0,,0.1961301217554964,0.0,0.0008074779259526628,0.06955912063326322,0.5958603417690606,0.1351044851370349,0.001304855681672507,0.0011254559296094099,0.0001081411679102901,98.17584856707008
2021,51015,63.86538461538461,,0.1656223247727254,0.0,0.0006491258283694124,0.07819728484235694,0.5778308312928059,0.175154771576094,0.0012506323874762037,0.0011650609186508924,0.00012996838152128885,97.95340269664597
2022,51015,57.23076923076923,,0.16331387343211506,0.0,0.000558878433736924,0.07811516547599186,0.5770392976391056,0.17821133123339208,0.0011643002347933868,0.0014532271380769857,0.0001439264127881124,
2008,51065,104.11320754716981,34681.0,0.0898908019828061,0.0,0.0006621327139059843,0.044067147201800806,0.7484530280897531,0.09548720036399339,0.011537632606144783,0.007439114921334323,0.0024629421202615005,116.7632089600013
2009,51065,28.846153846153847,34172.0,0.08272947149117556,0.0,0.002520414760889868,0.044334155511386766,0.7380744270696137,0.1029778011925573,0.011640604420603941,0.01486026964247228,0.002862855911300558,105.9076994903832
2010,51065,67.0576923076923,34702.0,0.07007710912617639,0.0,0.0035908426925932136,0.04157307406786561,0.7447376613424651,0.1151512248856534,0.01314447185037956,0.009412342249574941,0.002313273785291793,111.8865601746905
2011,51065,54.5,36047.0,0.06767403433990278,0.0,0.0028389089777054047,0.04326612227304294,0.7554802557532508,0.10509949950908787,0.011737589501664312,0.010676740343399028,0.003226849301946886,102.5194001632323
2012,51065,69.07692307692308,36896.0,0.07101942096314567,0.0,0.0012955291074977849,0.0439486098805048,0.7581563255825091,0.09799444431140593,0.01314447185037956,0.00762470365669676,0.006816494647860341,98.56258399481332
2013,51065,18.660377358490567,37748.0,0.07307167317225029,0.0,0.001884623673938552,0.04364089178380708,0.7585682128403458,0.10284369836442443,0.011911204770229172,0.006308819655643095,0.0017708757393615747,105.7674022312763
2014,51065,7.6923076923076925,38667.0,0.07703608802892789,0.0,0.0020893699561771117,0.04504777413252233,0.7235542038841927,0.11370363274982638,0.012985224741971791,0.023075265212289565,0.0025084412940922915,107.4426175725116
2015,51065,2.0,40416.0,0.11378505232404991,0.0,0.004582245743432554,0.04508608922627458,0.735815033884911,0.05526952273761345,0.012364999161857324,0.030474867693191885,0.002622189228669269,107.6209517155737
2016,51065,23.5,41197.0,0.09024042721329534,0.0,0.021359467420196843,0.04540458344309011,0.7429009315357169,0.053990756483632274,0.012664335831796738,0.029555305443138006,0.0038841926291338395,110.0655001561514
2017,51065,72.78846153846153,42971.0,0.09080198280610167,0.0,0.02365238631193276,0.045244138988002586,0.7438647956129217,0.05875020953566896,0.012884647620872148,0.021131971551042888,0.0036698675734572186,105.5849737356018
2018,51065,40.38461538461539,44632.0,0.10148231518953998,0.0,0.011046720467444144,0.04497114394501784,0.7343566656289662,0.0552539572307766,0.013073828396273857,0.03278454943844441,0.007030819703536962,110.0567857447943
2019,51065,19.50943396226415,46187.0,0.11149120716884846,0.0,0.00691117606137201,0.05732612201841783,0.7127958532943631,0.04903199232730142,0.013097947840496954,0.041111439720583495,0.008234261568616652,106.7946258676866
2020,51065,2.0,48349.0,0.1129245281889232,0.0,0.006698334277294754,0.05740881991251693,0.7075340095529694,0.045238303360063604,0.013064984858699153,0.047969604841384544,0.009161415008148403,98.17584856707008
2021,51065,46.76923076923077,52434.0,0.08992572742936443,0.0,0.0028449399940371207,0.06907241306229772,0.6797035802420355,0.10670680235210443,0.012926755966172035,0.030124514019351817,0.008695266934637024,97.95340269664597
2022,51065,36.25,53333.0,0.08856777827402512,0.0,0.0019780711890099705,0.06907922701959032,0.6783969960139231,0.10731395414275399,0.012794001606883496,0.031449176621880674,0.010420795131933277,
2008,51059,46.79245283018868,,0.009663586501749206,0.0,0.0023761516429208203,0.5633265781108568,0.3630281061131202,0.009157585864120025,0.03010532847732271,0.0024317091453632134,0.019910954144546945,116.7632089600013
2009,51059,35.09615384615385,,0.015544134452574835,0.0,0.0019188706612795832,0.5622872254497807,0.3343040226195961,0.018248502725309177,0.030095926438447843,0.004414684617153251,0.033186633035858525,105.9076994903832
2010,51059,24.673076923076923,,0.03423111408177552,0.0,0.08552692872143383,0.42876374300295994,0.3820125320630894,0.029508726374172085,0.02919589489888107,1.7094616136121008e-05,0.010743966241552055,111.8865601746905
2011,51059,42.03846153846154,,0.008472946487868378,0.0,0.001069268239314369,0.5631547772186889,0.3581433195522236,0.006653224600178297,0.028563394101844594,0.008181483282747514,0.025761586517134363,102.5194001632323
2012,51059,76.46153846153847,,0.009304599562890665,0.0,0.0016496304571356774,0.5622316679473384,0.3715933635281236,0.0071592252378074785,0.029148029973699932,0.0029112131279814078,0.016002270165022876,98.56258399481332
2013,51059,8.0,,0.0038394507841727787,0.0,0.0005530108320035146,0.561889775624616,0.3646358547607224,0.011741437093094715,0.028803573458557094,0.003085578212569842,0.025451319234263765,105.7674022312763
2014,51059,4.6923076923076925,,0.0029556591299353227,0.0,0.004612127433525448,0.5660121423058415,0.35485687960005435,0.013250036967107394,0.02969676715166942,0.0020881073610271813,0.02652828005083939,107.4426175725116
2015,51059,7.8076923076923075,,0.02202660482929793,0.0,0.005083160162221683,0.5639510563085693,0.3142335245187477,0.011750001478891152,0.05425713607235243,0.002659046292673404,0.026039470337246337,107.6209517155737
2016,51059,39.61538461538461,,0.0045138333907427525,0.0,0.003940309019375893,0.5660292369219776,0.3596202943863845,0.007288289589635192,0.029647192764874666,0.00254709780428203,0.02641374612272738,110.0655001561514
2017,51059,99.9423076923077,,0.005447199431774959,0.0,0.003809535205934567,0.5659488922261379,0.35704157154225064,0.0075643676402335465,0.029709588113771508,0.002186401403809877,0.028292444436087076,105.5849737356018
2018,51059,64.63461538461539,,0.006542109595293511,0.0,0.004307843266302494,0.5655753748635636,0.3509071685418036,0.006426720936374693,0.02934376332845852,0.005135222687290751,0.031761796780912836,110.0567857447943
2019,51059,25.58490566037736,,0.0055625357915160215,0.0,0.003160764805935195,0.5532714514047369,0.3624315153380001,0.011025069018863732,0.03013068711163534,0.002737677034453875,0.03168029949485884,106.7946258676866
2020,51059,3.076923076923077,,0.00733865598148327,0.0,0.003177007254038355,0.553248846764316,0.3620694223522162,0.009001947914859282,0.030165756528591783,0.0024043372089345956,0.03259402599556056,98.17584856707008
2021,51059,8.134615384615385,,0.004170199526824665,0.0,0.002737681714371675,0.5874246133227575,0.3225481380687335,0.01833212532308576,0.02974354854149857,0.001862444101035242,0.033181249401693036,97.95340269664597
2022,51059,25.653846153846153,,0.004606971484641434,0.0,0.0024718667038187434,0.5874307458507341,0.324169249362802,0.018783451826805225,0.02956923534530063,0.002397505568537889,0.03057097385735996,
2008,51003,83.67924528301887,,0.10189967026956934,0.0,0.0003359030072889039,0.09303412764984169,0.67473296428662,0.12408984400606922,0.004581583041013183,0.0011680046165131258,0.00015790312308452744,116.7632089600013
2009,51003,35.13461538461539,,0.08754908124878583,0.0,0.0011708682990877084,0.09292110347757933,0.6717731262040039,0.13977114716383832,0.005072008161148226,0.001540742101782763,0.00020192334377401429,105.9076994903832
2010,51003,68.59615384615384,,0.054495378252185984,0.0,0.0006153398580411904,0.08666339378592872,0.6811922281523248,0.16987686503960472,0.006500304798981005,0.00047083547458206176,0.00018565463835146337,111.8865601746905
2011,51003,52.71153846153846,,0.05052964205977122,0.0,0.001250776352192591,0.09153347860330294,0.6817223965525656,0.16873135678132276,0.005380156581504779,0.000689027523778627,0.00016316554556146653,102.5194001632323
2012,51003,66.76923076923077,,0.05298576344046919,0.0,0.0008813814625668871,0.09180482711860515,0.6803700270969774,0.1669586262698568,0.005587346003470978,0.0013455182805309916,6.651032752269127e-05,98.56258399481332
2013,51003,28.39622641509434,,0.05513703513370483,0.0,0.00079620958303308,0.09339720235685692,0.6772303198905978,0.1679404106029852,0.0050758360918358855,0.00032633109112293306,9.665524986339072e-05,105.7674022312763
2014,51003,10.057692307692308,,0.05976981361837432,0.0,0.0014587491120657578,0.08715849767163909,0.6914513073774651,0.14395951019855902,0.008561377397422455,0.007347303498742798,0.00029344112573148867,107.4426175725116
2015,51003,5.634615384615385,,0.09613465128986909,0.0,0.0035819861409769455,0.0947805208091097,0.6854196991055083,0.10710932857138755,0.0077869680013703995,0.005039949241639081,0.00014689684013891561,107.6209517155737
2016,51003,30.903846153846153,,0.0787395772624745,0.0,0.01617492112070327,0.09514848064646093,0.6860675763743946,0.11093869473305447,0.007362546186376203,0.005321780638517978,0.00024642303801805063,110.0655001561514
2017,51003,84.86538461538461,,0.0888146908323931,0.0,0.009581789002546531,0.09495612712940607,0.6786174662735381,0.11511066069126687,0.0077525166251814675,0.005014110709497383,0.00015263873617040418,105.5849737356018
2018,51003,40.38461538461539,,0.09066693079388412,0.0,0.007313261578772593,0.09452979134906804,0.6839497737214473,0.10918454549543471,0.007902762904672084,0.00622373680679764,0.00022919734992358492,110.0567857447943
2019,51003,18.60377358490566,,0.10818827902489817,0.0,0.007081566012311273,0.07832501990628732,0.6974206045386335,0.09258002710317582,0.006532707561326677,0.009312410038893822,0.0005593858144734022,106.7946258676866
2020,51003,1.5769230769230769,,0.1154180936653461,0.0,0.006805090921967557,0.07829084597793334,0.6913663250164254,0.08808719091531607,0.006606503429342809,0.012654569258943257,0.0007713808147255258,98.17584856707008
2021,51003,45.63461538461539,,0.08807341556759923,0.0,0.004600435830762914,0.08979367423325273,0.6566923565007594,0.1450410134548632,0.0063503623788282336,0.008757288968045777,0.0006914530658885387,97.95340269664597
2022,51003,33.73076923076923,,0.08799061326269035,0.0,0.0013992057449741765,0.08977216011239585,0.6591972176669345,0.14423877991555956,0.006370118631017865,0.01000786215813609,0.001024042508291634,
2008,51037,130.73584905660377,26720.0,0.12494960300999207,0.0,0.0030405577509479,0.03235086493606678,0.6714021643414915,0.1300977374116688,0.004973473353273803,0.013575529987118747,0.01961006920944043,116.7632089600013
2009,51037,26.346153846153847,26569.0,0.12518967084421628,0.0,0.0017975519816373152,0.03201898564214452,0.6684790163096913,0.13384193623275314,0.006128415075857422,0.015445847472983958,0.01709857644071608,105.9076994903832
2010,51037,60.55769230769231,26986.0,0.10020442605329632,0.0,0.0018950709960257363,0.03126430491139233,0.6446152401842382,0.1703715401672815,0.005564405850849762,0.025851999612834957,0.020233012224081227,111.8865601746905
2011,51037,68.48076923076923,27983.0,0.09021818787838651,0.0,0.0018535890272187213,0.031825403121045114,0.6792352180459664,0.15633971840292965,0.006672774947219653,0.013911014627124404,0.019944093950109563,102.5194001632323
2012,51037,84.46153846153847,28700.0,0.08683049375914696,0.0,0.0022676809614501515,0.03181594232114176,0.683629395724155,0.15781341992633677,0.005930466031725701,0.01691954899639107,0.014793052279652512,98.56258399481332
2013,51037,23.0,29575.0,0.1096608594336183,0.0,0.002983790738750199,0.03139530060236185,0.6785038254380532,0.14019013296790386,0.005563678097011042,0.014501950744164688,0.01720046197813682,105.7674022312763
2014,51037,25.28846153846154,30215.0,0.11574415377147511,0.0,0.0012226264490488622,0.0313523631258774,0.635639124337471,0.15141791919166925,0.00616407501395468,0.03915097326159621,0.019308764848907388,107.4426175725116
2015,51037,7.884615384615385,32181.0,0.16794084234595816,0.0,0.0026432019422294446,0.031953487796659755,0.6736380632723743,0.05618405185682753,0.00616407501395468,0.044331125085602045,0.017145152686394133,107.6209517155737
2016,51037,18.057692307692307,33383.0,0.15965463713829725,0.0,0.0018834269346062233,0.0317431669372698,0.6652892712345835,0.0648370449992031,0.006128415075857422,0.05408666529363776,0.016377372386544995,110.0655001561514
2017,51037,83.59615384615384,34320.0,0.15904914594448258,0.0,0.004084154542894175,0.032040818257306106,0.6687788508912438,0.06608878160180075,0.005969764739016557,0.04793059557190899,0.01605788845134711,105.5849737356018
2018,51037,59.67307692307692,35083.0,0.16385959881841886,0.0,0.0018455837349928062,0.03156486724678351,0.6435803742255789,0.06245292342355783,0.006402778273054696,0.0578571579320438,0.03243671634556954,110.0567857447943
