,County,Income,DSCI,PQ1,PQ2,PQ3,PQ4,TQ1,TQ2,TQ3,TQ4,Forest,Agriculture,Watershed
10,51021,0.11844290274039682,0.12991850860905838,0.3579967158936947,0.4084250837821171,0.35531068258953163,0.3735947712647059,0.4435374148890955,0.3146782356245893,0.2793103450260105,0.3387356322308166,0.7773090166000001,0.05444978353333333,0
11,51023,0.14977928850477346,0.11062091501889487,0.2496551723916426,0.35528961228124895,0.31888582798898063,0.3100653594705882,0.42469911036494506,0.37310195222260395,0.33405172428145424,0.34586206902514866,0.7496715074,0.08278171446666667,1
12,51025,0.7029748692708836,0.13209649474044344,0.19287356318261703,0.36320408490967954,0.3546372819100091,0.3578104575196078,0.5421245420945251,0.6653651483146921,0.7451149425980357,0.5635632184764764,0.7150156339333333,0.0752256504,0
13,51027,0.3916269028547736,0.1347748045708175,0.1550738915982722,0.4123823201154803,0.3097337006519742,0.34588235296078434,0.4530612244039343,0.47548806940368243,0.49712643696182607,0.42356321848682127,0.8894803423333334,0.001733947,0
14,51029,0.11112993562730318,0.1482148217758431,0.32065681444725824,0.45163555129974325,0.4104683195592286,0.4191830065392157,0.48686551536685496,0.38365871292132697,0.33045977031671114,0.392528735688367,0.7403119577999999,0.08261440993333333,1
15,51031,0.25441405119076976,0.15504474246467134,0.25310344826339387,0.383724269994434,0.3388429752157942,0.41477124184313724,0.5433804290962921,0.5605206073581434,0.542672413848562,0.4835632184626834,0.6086409761333333,0.16486390733333334,0
16,51033,0.21368304042147854,0.12394292708994081,0.25793103447990484,0.37360778683454327,0.3903887358494031,0.4050653594705882,0.6622710621761808,0.7610990601132751,0.7783045976770894,0.6325287357297463,0.6221959625333333,0.13658842666666668,1
17,51035,0.1924947368797292,0.1443788860228882,0.3199999999743842,0.2846976224837098,0.33388429753902654,0.39215686275490197,0.6510727367427117,0.6869125091917191,0.8057471264211752,0.7210344828829369,0.6336898800666667,0.08468659866666667,0
18,51036,0.3032858312155753,0.11682988449596138,0.30696223315729243,0.3532471677143728,0.5000612182552799,0.36437908497058824,0.7695447409371342,0.8289226320732851,0.8372126437850833,0.757701149578914,0.5122394488,0.15318953913333333,1
19,51037,0.3973021370591578,0.10999390531176557,0.2978325122808949,0.38120312751465796,0.44478114477502284,0.38447712418627444,0.734589220272306,0.8267534346753809,0.8577586207203106,0.731379310539893,0.6525362210666666,0.13696510246666666,0
20,51041,0.14113669100748097,0.11375514971707502,0.2358949096829608,0.39859581937762556,0.3230486685123966,0.3528104575196078,0.4417582417020029,0.42270426604021893,0.3826149426761603,0.37402298854724536,0.5484525252,0.03451919433333333,1
21,51043,0.06692044020773688,0.12019804970292498,0.5150410508711801,0.40239348973683076,0.3603611876124885,0.467875817,0.5605442176390181,0.531742588603793,0.49870689661665796,0.46781609204617525,0.38947883026666663,0.226462696,1
22,51045,0.18379924010908688,0.1311029908916533,0.21733990147697832,0.3707355991943866,0.3294459748852157,0.3786601307254902,0.6248037676334073,0.7110629068160791,0.7280172413948238,0.5834482759626636,0.8598740822666666,0.0522248048,1
23,51047,0.1939065755941339,0.09613503766101447,0.11924466338328843,0.36706558164514447,0.27646158553718997,0.26624183006862745,0.42260596537246564,0.4326825741139622,0.4504310346443035,0.3858620690320453,0.4671707386,0.24722201646666667,1
24,51051,0.29654760755887727,0.16748709628187045,0.25126436780043027,0.3430349449565838,0.3368227731864095,0.39444444444117643,0.647933019316787,0.7210412148464388,0.7192528736380922,0.5890804599636346,0.8471491549333333,0.005817119666666666,0
25,51053,0.07076993462650612,0.14039483343479642,0.30771756974838826,0.3583213659051375,0.4584634221028466,0.3755228758137255,0.7379382521723609,0.8059291396988846,0.8137931034453032,0.6994252874654182,0.6561440417333333,0.1192462658,0
26,51057,0.315689995961069,0.13318033353819342,0.15507389160812443,0.3380564863541435,0.28729721457300267,0.3197058823627451,0.5844060700132506,0.6819956617275467,0.7300287356616318,0.5657471265458185,0.4911866674,0.23737762746666666,1
27,51059,0.44602165295932117,0.15119198756232774,0.21688013134892214,0.38002233924270096,0.3040404040312213,0.37300653594117644,0.5749869177982713,0.6231381056499515,0.6294540230971004,0.5326436782987317,0.3521063309333333,0.009614640066666668,1
28,51061,0.056850992040089095,0.16755066531846746,0.23379310344661117,0.3423328546358226,0.3042546678971533,0.3966013072058824,0.6285714285445168,0.6835864064570873,0.6708333333899066,0.5643678162007532,0.48701341806666665,0.18356486993333335,1
29,51063,0.326053249552322,0.12703005015043073,0.2605911329920891,0.36227860222892677,0.3716253443434343,0.4052614379117647,0.6467817895520851,0.7368040493001317,0.8038793104301986,0.6663218392183314,0.6562690414666666,0.08105662306666667,0
30,51065,0.5908212612187564,0.1276476556117768,0.1816420361191309,0.34785383756571825,0.3087848178787878,0.338235294127451,0.5333333333019362,0.6455531453993723,0.719109195362261,0.5437931035420333,0.7308261321333334,0.08871450766666666,1
31,51067,0.16936059790475985,0.1637169901915808,0.2683087027848124,0.3970320727810931,0.33715947352617076,0.4127450980392157,0.6085818942556644,0.6261749820937853,0.5939655173719901,0.5263218391597106,0.6642862765333334,0.12182679286666667,0
32,51069,0.11291993266065474,0.19599677721397046,0.27793103446906736,0.36243816820308467,0.3194061830486684,0.384281045745098,0.6667713238723346,0.7029645698494421,0.7033045978225637,0.5940229885851765,0.5722425028,0.12525567440000002,1
33,51071,0.12704832777533537,0.1491113896015595,0.29783251231045155,0.40226583695558965,0.3450872359871441,0.44607843137254904,0.5585557299777953,0.5826464208167664,0.5613505748359157,0.48310344839363856,0.8119279302666667,0.03013481746666667,0
34,51073,0.10325723701376453,0.1741127459711695,0.2618719211792181,0.3161002074445237,0.3174471992561983,0.38421568626470587,0.6797488225556907,0.7258134490784439,0.732471264368002,0.6195402299688862,0.4653355002666667,0.11725638493333332,1
35,51075,0.21403331939365997,0.15050430241923107,0.2749753694347302,0.41362693475412293,0.3217324762809916,0.4237581699215686,0.5968602824484868,0.6334056399277248,0.6106321839632258,0.520000000124138,0.6537305278000001,0.11794526613333334,1
36,51077,0.34372661083648764,0.10816776441486796,0.2963546797883569,0.3640657412045987,0.44377104379247007,0.3782026143823529,0.7509157508557168,0.8358640637465787,0.8728448276567146,0.7610344828898336,0.6657339236666666,0.06799286026666666,0
37,51079,0.08551096051498158,0.18915980336180097,0.29247947453731626,0.3133556725951822,0.34869911233241496,0.3785620915,0.7126111982908337,0.7694866234140938,0.7820402299176638,0.6591954024239992,0.6687758078,0.0966451316,1
38,51081,0.1822708800223035,0.17083138918283283,0.2570114942336447,0.3359183022468128,0.32188552189164366,0.3874836601372549,0.6709576137631018,0.7334779466088841,0.7346264368244341,0.610574712760444,0.516607519,0.1542585284,0
39,51083,0.18061956486773395,0.11750816540199724,0.3092610837187556,0.3824477421820225,0.4865013774012855,0.37035947710784317,0.751020408124179,0.8321041216191337,0.8475574713259574,0.7370114943684503,0.6360511658666667,0.10683586173333334,0
40,51085,0.10901039041808298,0.12093501666561786,0.29192118222207275,0.3488112334776837,0.3061218242975206,0.32307189541176473,0.4101517529058324,0.3000723064642398,0.25761494265999635,0.31011494253622673,0.5446427363333334,0.17527117626666666,1
41,51087,0.2109365673375581,0.11959174739659213,0.28374384235055444,0.3806286899751379,0.4267523721946739,0.38098039215686275,0.731763474588974,0.8234273319841332,0.8495689655496618,0.7151724139164091,0.3188282192,0.08751091746666666,1
42,51089,0.13913223746054895,0.1299041309735641,0.154876847283011,0.41222275414132237,0.30149984696051413,0.3186601307352941,0.429618000946565,0.42053506859893075,0.4277298852095408,0.3877011494461555,0.7277552311333333,0.038714205,0
43,51091,0.08654249634530359,0.13184158552354705,0.4490640393768934,0.3721716930288259,0.3481787572727272,0.4119934640392157,0.5888016744409422,0.5619667390290527,0.5170977012247634,0.49241379318834716,0.7946074851333333,0.027244680533333333,1
44,51095,0.13307741522712732,0.17725593278827442,0.2935303776604172,0.38576671455173617,0.3550964187327823,0.4249673202745098,0.6563055991611155,0.6879248012528957,0.6660919540805837,0.5758620689958384,0.4430048996666667,0.0640852454,1
45,51097,0.15174371016917043,0.1267188963571281,0.26459770113967496,0.3727461305491981,0.3098561371441689,0.374640522872549,0.4872841443779097,0.5028199566172753,0.4747126437770016,0.41862068972734845,0.5982968587999999,0.1725575028,1
46,51099,0.30425231523677787,0.12569374362874494,0.17967159276947428,0.3463220041525287,0.32004897459136816,0.3401960784411765,0.6294086865038319,0.7259580622672267,0.7811781609092289,0.6187356323135751,0.5460120912666666,0.1489280488666667,1
47,51101,0.11743281256143286,0.1762859395485843,0.280492610823621,0.37820328706453826,0.33893480257116615,0.405359477127451,0.6468864468519445,0.6765003616383948,0.66120689662474,0.5691954023395165,0.4997830490666667,0.2010486254,1
48,51103,0.25588093374366017,0.1268460344749312,0.23697865351541975,0.3969044199902779,0.31472298743801647,0.36947712416666667,0.5313448455779192,0.556471438939901,0.5257183908780779,0.45919540235503375,0.5055347134666667,0.19541418226666665,1
49,51105,0.5059751158958742,0.11914459380723498,0.2766502462720862,0.37667145366092253,0.41019283748393015,0.3958496732058823,0.6933542647556286,0.7875632683677062,0.8107758620235399,0.6693103449085017,0.6573967506,0.10902092406666666,0
50,51107,0.1765277345886188,0.1295529187340735,0.26220032838117235,0.42237115048455587,0.3041628405325987,0.345718954245098,0.2431187858780408,0.1937816340103175,0.15876436798302476,0.189310344860226,0.3598562459333333,0.15379477526666668,1
51,51109,0.44595588629515653,0.1296972376685103,0.1640394088589143,0.3803733844126556,0.284970921322314,0.33663398693137253,0.497121925635341,0.5635574837152093,0.6051724138350922,0.4772413793926279,0.6608431945333333,0.11489715646666668,1
52,51111,0.11134582185097418,0.12911345130754032,0.289162561552258,0.3545875219604877,0.33415977961432497,0.3399019608039216,0.45641025633538634,0.35010845971805155,0.31048850592446364,0.3534482758885256,0.7009985933999999,0.1022231682,0
53,51113,0.08658681735811022,0.11493881814949375,0.37093596055315575,0.3936492740063979,0.3639730639669421,0.34222222221568627,0.5171114598613991,0.4782357193831826,0.4294540230539968,0.42620689665969086,0.6156547515333333,0.17428040813333334,1
54,51115,0.13186716563548828,0.11845654696449572,0.362594417065882,0.41586085848807386,0.35417814509641865,0.3580718954313725,0.4110936681650069,0.29356471435729503,0.2545977012813367,0.3151724138474436,0.22407700686666668,0.09458371606666667,1
55,51117,0.14958270336732468,0.12342135339820078,0.1689655172626125,0.4071166427672148,0.2855218855096418,0.29558823529411765,0.4284667712446574,0.41503976855316266,0.40014367831893444,0.38114942537606034,0.5904373309333334,0.11475190493333334,0
56,51119,0.2886913506113798,0.1452230975201171,0.25740558291342824,0.3667783628897453,0.3580042852800734,0.3849346405196078,0.6851909994796218,0.7619667391158206,0.770689655308041,0.6406896552828775,0.4929548722,0.21318743933333334,1
57,51121,0.07032457993330403,0.17446495290554873,0.32453201967859446,0.3331099409733419,0.4023875114784205,0.37901960785294114,0.7383568811520184,0.7988430948368082,0.806896551765755,0.6896551725671819,0.6423450448666668,0.07093621933333334,0
58,51125,0.22223556618306722,0.1422026179762069,0.16637110014943982,0.3941279719384456,0.29990817262626257,0.3340849673137255,0.5376242804297685,0.6040491684182426,0.6416666667582616,0.5042528736731471,0.7931611308,0.0590765098,1
59,51127,0.31963814037608523,0.11760627695270989,0.30032840719702814,0.35158768150079406,0.3967860422497703,0.3904901960784314,0.705285190974142,0.7858279105361508,0.8494252873600375,0.7296551725395958,0.5491752750666666,0.09571230473333332,1
60,51131,0.09935055419137387,0.11718860205007449,0.43957307058918355,0.4158927716905646,0.3899295990174471,0.3971241830196079,0.4677132391001121,0.40462762104322264,0.34626436794261534,0.3860919541010504,0.09832302273333333,0.44959357726666666,1
61,51133,0.16319425828427642,0.13911377684372309,0.37474548437562827,0.3579384075518401,0.3348637893939393,0.3735294117745098,0.5466248037278846,0.473752711485359,0.4399425287413915,0.4436781610420136,0.4146193898,0.2576660724,1
62,51135,0.08480182431007552,0.16425456917057113,0.3317898193432615,0.47534705602084004,0.4536271809090909,0.4580392156862745,0.5928833070946442,0.5583514100470072,0.5186781609658021,0.5045977012594134,0.6652082303333333,0.13220543186666667,1
63,51137,0.2497724973818434,0.12078699029657398,0.2714942528733254,0.37032072763859847,0.38882767063360874,0.40163398693137253,0.6697017267613348,0.7610990601566591,0.8199712644353511,0.6809195402898137,0.5450720642666667,0.19135165086666667,1
64,51139,0.1804344174110095,0.1300738594432773,0.2212151067083145,0.36728897401470995,0.35246403428833784,0.4042156862843137,0.6389324959872735,0.7331887202313181,0.7699712643599199,0.6262068967286564,0.6749428764666666,0.12312577259999999,1
65,51141,0.6921548233057042,0.15730076569386833,0.23940886699313252,0.35682144569443863,0.337006427906336,0.39245098040196075,0.626164311809445,0.7002169198699421,0.6992816092889479,0.5672413794426279,0.7861317468666668,0.06247353306666667,0
66,51143,0.12417675505849303,0.20130746078659792,0.2830870278973848,0.36502313708784223,0.3438016528925619,0.3681372548823529,0.7040293039723751,0.7431670283484454,0.75316091957906,0.6395402299723345,0.5995389059333333,0.1326653286,0
67,51145,0.25360840955475256,0.09421196074552894,0.13379310344168502,0.3822562629766519,0.28154269971533513,0.278594771245098,0.39916274191509626,0.441503976850978,0.48505747140408256,0.3783908046514467,0.7137969039333334,0.10088263766666666,1
68,51147,0.2507139614764616,0.14662441990238992,0.1819704433407896,0.38592628053546807,0.30321395776859494,0.3330392156960784,0.5569858712020387,0.6169197397904207,0.6454022988695254,0.5128735633298058,0.6746388556666666,0.13426087006666665,1
69,51153,0.31271333955257224,0.13217001058188227,0.1571428571449683,0.33690761131339914,0.27946127947658395,0.32356209151960785,0.5513343798981687,0.6561099060547113,0.7189655172588437,0.5457471265423701,0.46511149879999997,0.08089589026666667,1
70,51155,0.2697591295924969,0.14225976682601782,0.1895566502271154,0.36837402268876857,0.3044077134986225,0.3445751634117647,0.5749869177354768,0.6474331164630945,0.6727011494239868,0.5278160920910028,0.5700317968,0.08239879813333334,0
71,51157,0.5510781801220258,0.10539803449723073,0.18029556648372927,0.373352481272061,0.2700948882828282,0.3283006535980392,0.4597592882668383,0.550976138807365,0.6084770115067938,0.4516091955261395,0.6880900585333334,0.08548909566666667,1
72,51159,0.1150223213487885,0.13390030055413546,0.2149753694376859,0.3638104356229685,0.34419957146005503,0.4097385620980392,0.6283621139761949,0.7193058569281153,0.7711206897476032,0.631149425384681,0.5233958812666667,0.23695112133333335,1
73,51161,0.13945463708596492,0.16102593035279647,0.25011494251969874,0.3615765118985916,0.2882154882185491,0.3984313725294118,0.6188383045555477,0.6481561822768572,0.6435344827923416,0.5419540230244749,0.7035103736666667,0.0379346614,0
74,51163,0.11881248279880048,0.11019654862788877,0.36893267649414124,0.4188606989094716,0.3878175696326905,0.3501960784215686,0.5196232338021388,0.4889370932706885,0.44784482766210215,0.4297701150740984,0.6968552824666666,0.08462268079999999,1
75,51165,0.3409536881158923,0.13325683343090372,0.2473234810912648,0.3763842348863756,0.3474747474747474,0.4000653594803921,0.6410256409483558,0.7261026754560096,0.7349137932036824,0.5968965517925684,0.5874531566666666,0.18693490113333333,1
76,51167,0.39336114119459425,0.10182713556412369,0.15277504103680908,0.38554332218217063,0.27725742270890724,0.3019934640392157,0.4271062269430309,0.4892263194747188,0.5390804598407153,0.4127586207608206,0.6132198490666667,0.0753483734,0
77,51169,0.09728247854541296,0.12517406888087543,0.3834154351141174,0.3807882559780177,0.36510560146923776,0.3711111111078431,0.5111459968149367,0.43702096890977055,0.3933908046997001,0.41321839093331353,0.7341280107333333,0.06287985626666666,0
78,51171,0.3249087666248477,0.10976558118395181,0.24269293922942395,0.41994574758353026,0.29103152739210275,0.3239869280980392,0.38482469899290817,0.3720896601180434,0.33979885065952603,0.31988505746894574,0.6178610936,0.1393490296,1
79,51173,0.21575111606743944,0.14464527923552284,0.18594417075931308,0.4245093346301825,0.3246709519559228,0.35800653596078436,0.4868655153354578,0.5071583514564678,0.5272988507484269,0.44666666673218397,0.6809775179333334,0.07545323406666667,1
80,51175,0.0807364436676353,0.18183543661192897,0.27878489324735045,0.3362055210022119,0.34003673095500453,0.3776470588235294,0.6836211407352624,0.7070137383544528,0.7132183909238753,0.6196551724861475,0.36397458779999997,0.2640800158666667,0
81,51177,0.07065269839908213,0.17692117796787685,0.25852216748480183,0.3344502952194567,0.32513008876951327,0.39565359479411766,0.6546310831482938,0.687201735439133,0.683189655240692,0.5827586207901309,0.6115704659333333,0.0992180764,1
82,51179,0.24692308517140438,0.12926057342859917,0.314975369442612,0.2979415988653874,0.3586164677043158,0.36692810457843134,0.7045525901890978,0.7505422995013197,0.8354885058975242,0.7627586208211652,0.6211221461333333,0.06909292233333333,1
83,51181,0.13739942883081882,0.16981347046325102,0.24883415435227413,0.3458433062204808,0.2943679216437098,0.4097385620882353,0.6138147565798768,0.6511930585905392,0.6370689656385626,0.5402298851621087,0.49367267266666665,0.1981271238,1
84,51183,0.19432762521579688,0.12473288335917156,0.25527093595786843,0.37300143610210645,0.39115396388429746,0.40607843138235294,0.660177917277893,0.7547360810215772,0.7836206896587024,0.6409195403863653,0.5208440474,0.153826315,0
85,51185,0.11652923578421386,0.14494051815358905,0.2343185550032355,0.34629009097875973,0.32353841444444437,0.3303267973823529,0.4894819465760569,0.44280549533310437,0.4070402300415862,0.40494252879395565,0.6891469760666666,0.054599631466666666,0
86,51193,0.2589490915979512,0.13181165473189754,0.2280131362941865,0.33863092391281147,0.3497398224701561,0.407189542490196,0.6223966509297327,0.7139551699843623,0.7820402299176638,0.6486206898359691,0.4374040714,0.26625290026666665,1
87,51195,0.15550742198250753,0.15652419238966603,0.26866995072568123,0.33821605237617125,0.3659014386225895,0.3804248365980392,0.7043432757777619,0.7660159075340631,0.7765804598326334,0.6594252874585217,0.7533399979333333,0.01124744,0
88,51197,0.14635084370766718,0.1382399057873974,0.24236453200776525,0.3525769905865284,0.3283746556565656,0.31604575162745097,0.4902145472669097,0.42530730287432,0.3887931035800012,0.39494252875774877,0.5388708343333334,0.12359799106666666,0
89,51199,0.1817890677217927,0.13406641200574132,0.197701149399128,0.3520663794615638,0.339516375886134,0.40241830065686274,0.6158032443038939,0.7122198120660388,0.7784482759529207,0.6310344828329371,0.42610735526666665,0.028702658866666668,1
